index,Address1,Address2,Address3,City,Condition,CountyName,EmergencyService,HospitalName,HospitalOwner,HospitalType,MeasureCode,MeasureName,PhoneNumber,ProviderNumber,Sample,Score,State,Stateavg,ZipCode 
274,1000 FIRST STREET NORTH,,,ALABASTER,Heart Attack,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,2056208100,10016,0 patients,,AL,AL_AMI-7A,35007
275,1000 FIRST STREET NORTH,,,ALABASTER,Heart Attack,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,2056208100,10016,36 patients,83%,AL,AL_AMI-8A,35007
276,1000 FIRST STREET NORTH,,,ALABASTER,Heart Failure,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,HF-1,Heart Failure Patients Given Discharge Instructions,2056208100,10016,210 patients,86%,AL,AL_HF-1,35007
277,1000 FIRST STREET NORTH,,,ALABASTER,Heart Failure,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,2056208100,10016,246 patients,100%,AL,AL_HF-2,35007
278,1000 FIRST STREET NORTH,,,ALABASTER,Heart Failure,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2056208100,10016,71 patients,97%,AL,AL_HF-3,35007
279,1000 FIRST STREET NORTH,,,ALABASTER,Heart Failure,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,2056208100,10016,48 patients,100%,AL,AL_HF-4,35007
280,1000 FIRST STREET NORTH,,,ALABASTER,Pneumonia,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,2056208100,10016,235 patients,97%,AL,AL_PN-2,35007
281,1000 FIRST STREET NORTH,,,ALABASTER,Pneumonia,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,2056208100,10016,110 patients,100%,AL,AL_PN-3B,35007
282,1000 FIRST STREET NORTH,,,ALABASTER,Pneumonia,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,2056208100,10016,131 patients,100%,AL,AL_PN-4,35007
283,1000 FIRST STREET NORTH,,,ALABASTER,Pneumonia,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,2056208100,10016,239 patients,96%,AL,AL_PN-5C,35007
284,1000 FIRST STREET NORTH,,,ALABASTER,Pneumonia,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),2056208100,10016,116 patients,93%,AL,AL_PN-6,35007
285,1000 FIRST STREET NORTH,,,ALABASTER,Pneumonia,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,2056208100,10016,199 patients,92%,AL,AL_PN-7,35007
286,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,2056208100,10016,96 patients,89%,AL,AL_SCIP-CARD-2,35007
287,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,2056208100,10016,368 patients,98%,AL,AL_SCIP-INF-1,35007
288,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,2056208100,10016,370 patients,99%,AL,AL_SCIP-INF-2,35007
289,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),2056208100,10016,331 patients,91%,AL,AL_SCIP-INF-3,35007
290,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,2056208100,10016,116 patients,93%,AL,AL_SCIP-INF-4,35007
291,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ´è_C not a razor),2056208100,10016,588 patients,100%,AL,AL_SCIP-INF-6,35007
292,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,2056208100,10016,226 patients,97%,AL,AL_SCIP-VTE-1,35007
293,1000 FIRST STREET NORTH,,,ALABASTER,Surgical Infection Prevention,SHELBY,Yes,SHELBY BAPTIST MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,2056208100,10016,225 patients,94%,AL,AL_SCIP-VTE-2,35007
294,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,2053258100,10018,,,AL,AL_AMI-1,35233
295,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2053258100,10018,,,AL,AL_AMI-2,35233
296,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2053258100,10018,,,AL,AL_AMI-3,35233
297,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2053258100,10018,,,AL,AL_AMI-4,35233
298,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,2053258100,10018,,,AL,AL_AMI-5,35233
299,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,2053258100,10018,,,AL,AL_AMI-7A,35233
300,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,2053258100,10018,,,AL,AL_AMI-8A,35233
301,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Failure,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,HF-1,Heart Failure Patients Given Discharge Instructions,2053258100,10018,,,AL,AL_HF-1,35233
302,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Failure,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,2053258100,10018,,,AL,AL_HF-2,35233
303,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Failure,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2053258100,10018,,,AL,AL_HF-3,35233
304,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Heart Failure,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,2053258100,10018,,,AL,AL_HF-4,35233
305,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Pneumonia,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,2053258100,10018,,,AL,AL_PN-2,35233
306,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Pneumonia,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,2053258100,10018,,,AL,AL_PN-3B,35233
307,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Pneumonia,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,2053258100,10018,,,AL,AL_PN-4,35233
308,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Pneumonia,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,2053258100,10018,,,AL,AL_PN-5C,35233
309,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Pneumonia,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),2053258100,10018,,,AL,AL_PN-6,35233
310,1720 UNIVERSITY BLVD,,,BIRMINGHAM,Pneumonia,JEFFERSON,Yes,CALLAHAN EYE FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,2053258100,10018,,,AL,AL_PN-7,35233
311,301 EAST 18TH ST,,,ANNISTON,Children&#8217;s Asthma Care,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,2562358900,10038,9 patients,100%,AL,AL_CAC-2,36201
312,301 EAST 18TH ST,,,ANNISTON,Children&#8217;s Asthma Care,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,2562358900,10038,9 patients,33%,AL,AL_CAC-3,36201
313,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,2562358900,10038,81 patients,98%,AL,AL_AMI-1,36201
314,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2562358900,10038,73 patients,96%,AL,AL_AMI-2,36201
315,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2562358900,10038,14 patients,93%,AL,AL_AMI-3,36201
316,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2562358900,10038,29 patients,100%,AL,AL_AMI-4,36201
317,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,2562358900,10038,67 patients,93%,AL,AL_AMI-5,36201
318,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,2562358900,10038,1 patients,0%,AL,AL_AMI-7A,36201
319,301 EAST 18TH ST,,,ANNISTON,Heart Attack,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,2562358900,10038,15 patients,87%,AL,AL_AMI-8A,36201
320,301 EAST 18TH ST,,,ANNISTON,Heart Failure,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,HF-1,Heart Failure Patients Given Discharge Instructions,2562358900,10038,142 patients,87%,AL,AL_HF-1,36201
321,301 EAST 18TH ST,,,ANNISTON,Heart Failure,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,2562358900,10038,157 patients,100%,AL,AL_HF-2,36201
322,301 EAST 18TH ST,,,ANNISTON,Heart Failure,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2562358900,10038,49 patients,90%,AL,AL_HF-3,36201
323,301 EAST 18TH ST,,,ANNISTON,Heart Failure,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,2562358900,10038,41 patients,100%,AL,AL_HF-4,36201
324,301 EAST 18TH ST,,,ANNISTON,Pneumonia,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,2562358900,10038,110 patients,97%,AL,AL_PN-2,36201
325,301 EAST 18TH ST,,,ANNISTON,Pneumonia,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,2562358900,10038,102 patients,100%,AL,AL_PN-3B,36201
326,301 EAST 18TH ST,,,ANNISTON,Pneumonia,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,2562358900,10038,83 patients,100%,AL,AL_PN-4,36201
327,301 EAST 18TH ST,,,ANNISTON,Pneumonia,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,2562358900,10038,145 patients,97%,AL,AL_PN-5C,36201
328,301 EAST 18TH ST,,,ANNISTON,Pneumonia,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),2562358900,10038,99 patients,92%,AL,AL_PN-6,36201
329,301 EAST 18TH ST,,,ANNISTON,Pneumonia,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,2562358900,10038,87 patients,91%,AL,AL_PN-7,36201
330,301 EAST 18TH ST,,,ANNISTON,Surgical Infection Prevention,CALHOUN,Yes,STRINGFELLOW MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,2562358900,10038,23 patients,83%,AL,AL_SCIP-CARD-2,36201
331,4370 WEST MAIN STREET,,,DOTHAN,Heart Failure,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,3347935000,10055,342 patients,100%,AL,AL_HF-2,36305
332,4370 WEST MAIN STREET,,,DOTHAN,Heart Failure,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3347935000,10055,94 patients,100%,AL,AL_HF-3,36305
333,4370 WEST MAIN STREET,,,DOTHAN,Heart Failure,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,3347935000,10055,62 patients,100%,AL,AL_HF-4,36305
334,4370 WEST MAIN STREET,,,DOTHAN,Pneumonia,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,3347935000,10055,166 patients,100%,AL,AL_PN-2,36305
335,4370 WEST MAIN STREET,,,DOTHAN,Pneumonia,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,3347935000,10055,152 patients,100%,AL,AL_PN-3B,36305
336,4370 WEST MAIN STREET,,,DOTHAN,Pneumonia,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,3347935000,10055,77 patients,100%,AL,AL_PN-4,36305
337,4370 WEST MAIN STREET,,,DOTHAN,Pneumonia,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,3347935000,10055,146 patients,99%,AL,AL_PN-5C,36305
338,4370 WEST MAIN STREET,,,DOTHAN,Pneumonia,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),3347935000,10055,112 patients,99%,AL,AL_PN-6,36305
339,4370 WEST MAIN STREET,,,DOTHAN,Pneumonia,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,3347935000,10055,128 patients,99%,AL,AL_PN-7,36305
340,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,3347935000,10055,147 patients,100%,AL,AL_SCIP-CARD-2,36305
341,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,3347935000,10055,950 patients,100%,AL,AL_SCIP-INF-1,36305
342,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,3347935000,10055,957 patients,100%,AL,AL_SCIP-INF-2,36305
343,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),3347935000,10055,882 patients,99%,AL,AL_SCIP-INF-3,36305
344,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,3347935000,10055,165 patients,98%,AL,AL_SCIP-INF-4,36305
345,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ´è_C not a razor),3347935000,10055,1295 patients,100%,AL,AL_SCIP-INF-6,36305
346,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,3347935000,10055,497 patients,100%,AL,AL_SCIP-VTE-1,36305
347,4370 WEST MAIN STREET,,,DOTHAN,Surgical Infection Prevention,HOUSTON,Yes,FLOWERS HOSPITAL,Proprietary,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,3347935000,10055,497 patients,100%,AL,AL_SCIP-VTE-2,36305
348,810 ST VINCENTS DRIVE,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,ST VINCENTS HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,2059397000,10056,239 patients,97%,AL,AL_AMI-1,35205
349,810 ST VINCENTS DRIVE,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,ST VINCENTS HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2059397000,10056,260 patients,98%,AL,AL_AMI-2,35205
350,810 ST VINCENTS DRIVE,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,ST VINCENTS HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2059397000,10056,41 patients,85%,AL,AL_AMI-3,35205
351,810 ST VINCENTS DRIVE,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,ST VINCENTS HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2059397000,10056,63 patients,100%,AL,AL_AMI-4,35205
352,810 ST VINCENTS DRIVE,,,BIRMINGHAM,Heart Attack,JEFFERSON,Yes,ST VINCENTS HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,2059397000,10056,242 patients,96%,AL,AL_AMI-5,35205
353,1201 7TH STREET SE,,,DECATUR,Surgical Infection Prevention,MORGAN,Yes,DECATUR GENERAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,2563412000,10085,205 patients,87%,AL,AL_SCIP-VTE-2,35609
354,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-1,Heart Attack Patients Given Aspirin at Arrival,2054877736,10086,10 patients,100%,AL,AL_AMI-1,35594
355,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2054877736,10086,7 patients,100%,AL,AL_AMI-2,35594
356,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2054877736,10086,2 patients,100%,AL,AL_AMI-3,35594
357,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2054877736,10086,1 patients,100%,AL,AL_AMI-4,35594
358,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,2054877736,10086,8 patients,100%,AL,AL_AMI-5,35594
359,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,2054877736,10086,1 patients,0%,AL,AL_AMI-7A,35594
360,1530 U S HIGHWAY 43,,,WINFIELD,Heart Attack,MARION,Yes,NORTHWEST MEDICAL CENTER,Proprietary,Acute Care Hospitals,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,2054877736,10086,0 patients,,AL,AL_AMI-8A,35594
